Person_ID,Month,Category,Type,Budgeted_Amount,Actual_Amount
P155,March,Groceries,Random,4303,3911.31
P155,March,Freelance,Variable,2122,2178.48
P155,March,Utilities,Variable,1692,1733.87
P155,March,Entertainment,Variable,1948,2069.14
P155,April,Salary,Fixed,40000,40000.0
P155,April,Rent,Fixed,20000,20000.0
P155,April,Groceries,Random,4404,4707.16
P155,April,Freelance,Variable,2178,2137.26
P155,April,Utilities,Variable,1343,1338.67
P155,April,Entertainment,Variable,1816,1964.1
P155,May,Salary,Fixed,40000,40000.0
P155,May,Rent,Fixed,20000,20000.0
P155,May,Groceries,Random,4679,4530.65
P155,May,Freelance,Variable,2186,2328.32
P155,May,Utilities,Variable,1503,1417.96
P155,May,Entertainment,Variable,2101,2229.21
P155,June,Salary,Fixed,40000,40000.0
P155,June,Rent,Fixed,20000,20000.0
P155,June,Groceries,Random,4157,3864.22
P155,June,Freelance,Variable,1884,2054.41
P155,June,Utilities,Variable,1398,1416.86
P155,June,Entertainment,Variable,2015,2202.37
P156,January,Salary,Fixed,40000,40000.0
P156,January,Rent,Fixed,20000,20000.0
P156,January,Groceries,Random,4422,4550.37
P156,January,Freelance,Variable,1964,2153.67
P156,January,Utilities,Variable,1330,1330.7
P156,January,Entertainment,Variable,2176,1964.5
P156,February,Salary,Fixed,40000,40000.0
P156,February,Rent,Fixed,20000,20000.0
P156,February,Groceries,Random,4616,4167.67
P156,February,Freelance,Variable,1801,1860.77
P156,February,Utilities,Variable,1320,1278.2
P156,February,Entertainment,Variable,1979,1995.63
P156,March,Salary,Fixed,40000,40000.0
P156,March,Rent,Fixed,20000,20000.0
P156,March,Groceries,Random,4860,5067.72
P156,March,Freelance,Variable,2116,1934.96
P156,March,Utilities,Variable,1324,1324.85
P156,March,Entertainment,Variable,1825,1819.63
P156,April,Salary,Fixed,40000,40000.0
P156,April,Rent,Fixed,20000,20000.0
P156,April,Groceries,Random,4322,4450.15
P156,April,Freelance,Variable,2106,2257.61
P156,April,Utilities,Variable,1695,1731.54
P156,April,Entertainment,Variable,2112,2307.29
P156,May,Salary,Fixed,40000,40000.0
P156,May,Rent,Fixed,20000,20000.0
P156,May,Groceries,Random,4331,4558.41
P156,May,Freelance,Variable,2077,1979.89
P156,May,Utilities,Variable,1484,1574.14
P156,May,Entertainment,Variable,2186,2239.47
P156,June,Salary,Fixed,40000,40000.0
P156,June,Rent,Fixed,20000,20000.0
P156,June,Groceries,Random,4467,4468.67
P156,June,Freelance,Variable,1903,1999.47
P156,June,Utilities,Variable,1499,1505.26
P156,June,Entertainment,Variable,2011,2029.6
P157,January,Salary,Fixed,40000,40000.0
P157,January,Rent,Fixed,20000,20000.0
P157,January,Groceries,Random,4497,4281.75
P157,January,Freelance,Variable,2004,2145.6
P157,January,Utilities,Variable,1338,1461.92
P157,January,Entertainment,Variable,2055,1886.79
P157,February,Salary,Fixed,40000,40000.0
P157,February,Rent,Fixed,20000,20000.0
P157,February,Groceries,Random,4727,4329.06
P157,February,Freelance,Variable,1971,1824.71
P157,February,Utilities,Variable,1683,1722.11
P157,February,Entertainment,Variable,1987,1929.8
P157,March,Salary,Fixed,40000,40000.0
P157,March,Rent,Fixed,20000,20000.0
P157,March,Groceries,Random,4526,4284.94
P157,March,Freelance,Variable,2118,2022.34
P157,March,Utilities,Variable,1507,1571.4
P157,March,Entertainment,Variable,2079,2204.68
P157,April,Salary,Fixed,40000,40000.0
P157,April,Rent,Fixed,20000,20000.0
P157,April,Groceries,Random,4145,4448.91
P157,April,Freelance,Variable,1889,1716.92
P157,April,Utilities,Variable,1610,1586.67
P157,April,Entertainment,Variable,1828,1922.64
P157,May,Salary,Fixed,40000,40000.0
P157,May,Rent,Fixed,20000,20000.0
P157,May,Groceries,Random,4781,4858.76
P157,May,Freelance,Variable,2088,2219.39
P157,May,Utilities,Variable,1700,1691.35
P157,May,Entertainment,Variable,1985,1999.17
P157,June,Salary,Fixed,40000,40000.0
P157,June,Rent,Fixed,20000,20000.0
P157,June,Groceries,Random,4787,4867.8
P157,June,Freelance,Variable,1980,1977.22
P157,June,Utilities,Variable,1376,1460.06
P157,June,Entertainment,Variable,2037,1855.88
P158,January,Salary,Fixed,40000,40000.0
P158,January,Rent,Fixed,20000,20000.0
P158,January,Groceries,Random,4487,4400.42
P158,January,Freelance,Variable,1988,2077.88
P158,January,Utilities,Variable,1318,1249.03
P158,January,Entertainment,Variable,1919,1913.81
P158,February,Salary,Fixed,40000,40000.0
P158,February,Rent,Fixed,20000,20000.0
P158,February,Groceries,Random,4595,4647.79
P158,February,Freelance,Variable,2129,2017.8
P158,February,Utilities,Variable,1640,1510.86
P158,February,Entertainment,Variable,2199,2053.36
P158,March,Salary,Fixed,40000,40000.0
P158,March,Rent,Fixed,20000,20000.0
P158,March,Groceries,Random,4764,4713.84
P158,March,Freelance,Variable,2168,1966.45
P158,March,Utilities,Variable,1571,1689.55
P158,March,Entertainment,Variable,1815,1833.77
P158,April,Salary,Fixed,40000,40000.0
P158,April,Rent,Fixed,20000,20000.0
P158,April,Groceries,Random,4523,4340.72
P158,April,Freelance,Variable,1820,1989.45
P158,April,Utilities,Variable,1527,1459.24
P158,April,Entertainment,Variable,2087,1979.92
P158,May,Salary,Fixed,40000,40000.0
P158,May,Rent,Fixed,20000,20000.0
P158,May,Groceries,Random,4983,4759.71
P158,May,Freelance,Variable,1952,1837.22
P158,May,Utilities,Variable,1391,1436.63
P158,May,Entertainment,Variable,2058,2053.59
P158,June,Salary,Fixed,40000,40000.0
P158,June,Rent,Fixed,20000,20000.0
P158,June,Groceries,Random,4102,3969.7
P158,June,Freelance,Variable,2056,2239.11
P158,June,Utilities,Variable,1600,1677.44
P158,June,Entertainment,Variable,2036,2179.56
P159,January,Salary,Fixed,40000,40000.0
P159,January,Rent,Fixed,20000,20000.0
P159,January,Groceries,Random,4909,5088.99
P159,January,Freelance,Variable,1998,1939.07
P159,January,Utilities,Variable,1421,1400.79
P159,January,Entertainment,Variable,2114,2285.62
P159,February,Salary,Fixed,40000,40000.0
P159,February,Rent,Fixed,20000,20000.0
P159,February,Groceries,Random,4617,4402.33
P159,February,Freelance,Variable,2197,2193.94
P159,February,Utilities,Variable,1555,1437.93
P159,February,Entertainment,Variable,1823,1984.8
P159,March,Salary,Fixed,40000,40000.0
P159,March,Rent,Fixed,20000,20000.0
P159,March,Groceries,Random,4501,4712.33
P159,March,Freelance,Variable,1986,2154.13
P159,March,Utilities,Variable,1637,1514.95
P159,March,Entertainment,Variable,1836,1910.32
P159,April,Salary,Fixed,40000,40000.0
P159,April,Rent,Fixed,20000,20000.0
P159,April,Groceries,Random,4507,4465.15
P159,April,Freelance,Variable,2127,2027.05
P159,April,Utilities,Variable,1661,1670.32
P159,April,Entertainment,Variable,1852,1707.57
P159,May,Salary,Fixed,40000,40000.0
P159,May,Rent,Fixed,20000,20000.0
P159,May,Groceries,Random,4234,4656.94
P159,May,Freelance,Variable,2086,2238.4
P159,May,Utilities,Variable,1399,1462.66
P159,May,Entertainment,Variable,2195,2233.69
P159,June,Salary,Fixed,40000,40000.0
P159,June,Rent,Fixed,20000,20000.0
P159,June,Groceries,Random,4938,4815.51
P159,June,Freelance,Variable,1828,1842.5
P159,June,Utilities,Variable,1663,1502.7
P159,June,Entertainment,Variable,2070,2127.28
P160,January,Salary,Fixed,40000,40000.0
P160,January,Rent,Fixed,20000,20000.0
P160,January,Groceries,Random,4213,4578.01
P160,January,Freelance,Variable,2078,2223.24
P160,January,Utilities,Variable,1670,1658.77
P160,January,Entertainment,Variable,1993,1836.91
P160,February,Salary,Fixed,40000,40000.0
P160,February,Rent,Fixed,20000,20000.0
P160,February,Groceries,Random,4412,4074.93
P160,February,Freelance,Variable,2073,1935.4
P160,February,Utilities,Variable,1349,1221.51
P160,February,Entertainment,Variable,2001,2051.06
P160,March,Salary,Fixed,40000,40000.0
P160,March,Rent,Fixed,20000,20000.0
P160,March,Groceries,Random,4482,4190.57
P160,March,Freelance,Variable,2163,2180.4
P160,March,Utilities,Variable,1480,1546.54
P160,March,Entertainment,Variable,1874,1698.77
P160,April,Salary,Fixed,40000,40000.0
P160,April,Rent,Fixed,20000,20000.0
P160,April,Groceries,Random,4020,4217.49
P160,April,Freelance,Variable,1814,1681.96
P160,April,Utilities,Variable,1385,1383.19
P160,April,Entertainment,Variable,2171,2084.67
P160,May,Salary,Fixed,40000,40000.0
P160,May,Rent,Fixed,20000,20000.0
P160,May,Groceries,Random,4817,5038.51
P160,May,Freelance,Variable,1868,1776.34
P160,May,Utilities,Variable,1633,1616.69
P160,May,Entertainment,Variable,1920,2106.84
P160,June,Salary,Fixed,40000,40000.0
P160,June,Rent,Fixed,20000,20000.0
P160,June,Groceries,Random,4100,4222.63
P160,June,Freelance,Variable,1945,1771.05
P160,June,Utilities,Variable,1542,1473.95
P160,June,Entertainment,Variable,2136,2279.73
P161,January,Salary,Fixed,40000,40000.0
P161,January,Rent,Fixed,20000,20000.0
P161,January,Groceries,Random,4225,4550.8
P161,January,Freelance,Variable,2005,2029.7
P161,January,Utilities,Variable,1399,1419.06
P161,January,Entertainment,Variable,2121,2044.14
P161,February,Salary,Fixed,40000,40000.0
P161,February,Rent,Fixed,20000,20000.0
P161,February,Groceries,Random,4406,4412.83
P161,February,Freelance,Variable,1934,1783.2
P161,February,Utilities,Variable,1441,1303.24
P161,February,Entertainment,Variable,2125,2038.82
P161,March,Salary,Fixed,40000,40000.0
P161,March,Rent,Fixed,20000,20000.0
P161,March,Groceries,Random,4261,4053.77
P161,March,Freelance,Variable,2143,2227.62
P161,March,Utilities,Variable,1579,1483.95
P161,March,Entertainment,Variable,1967,2139.11
P161,April,Salary,Fixed,40000,40000.0
P161,April,Rent,Fixed,20000,20000.0
P161,April,Groceries,Random,4714,4844.74
P161,April,Freelance,Variable,1823,1729.46
P161,April,Utilities,Variable,1343,1233.85
P161,April,Entertainment,Variable,2162,1977.16
P161,May,Salary,Fixed,40000,40000.0
P161,May,Rent,Fixed,20000,20000.0
P161,May,Groceries,Random,4379,3942.21
P161,May,Freelance,Variable,1961,1969.52
P161,May,Utilities,Variable,1533,1407.42
P161,May,Entertainment,Variable,1892,2053.45
P161,June,Salary,Fixed,40000,40000.0
P161,June,Rent,Fixed,20000,20000.0
P161,June,Groceries,Random,4378,4235.46
P161,June,Freelance,Variable,2019,1837.78
P161,June,Utilities,Variable,1405,1514.24
P161,June,Entertainment,Variable,2108,2066.25
P162,January,Salary,Fixed,40000,40000.0
P162,January,Rent,Fixed,20000,20000.0
P162,January,Groceries,Random,4474,4860.25
P162,January,Freelance,Variable,2104,2006.35
P162,January,Utilities,Variable,1627,1583.58
P162,January,Entertainment,Variable,1974,1782.64
P162,February,Salary,Fixed,40000,40000.0
P162,February,Rent,Fixed,20000,20000.0
P162,February,Groceries,Random,4292,4548.19
P162,February,Freelance,Variable,1926,1889.95
P162,February,Utilities,Variable,1489,1453.05
P162,February,Entertainment,Variable,1852,1711.76
P162,March,Salary,Fixed,40000,40000.0
P162,March,Rent,Fixed,20000,20000.0
P162,March,Groceries,Random,4643,4244.08
P162,March,Freelance,Variable,2163,2115.52
P162,March,Utilities,Variable,1306,1304.24
P162,March,Entertainment,Variable,1996,2017.6
P162,April,Salary,Fixed,40000,40000.0
P162,April,Rent,Fixed,20000,20000.0
P162,April,Groceries,Random,4734,4623.96
P162,April,Freelance,Variable,2049,2189.62
P162,April,Utilities,Variable,1539,1494.11
P162,April,Entertainment,Variable,2159,2317.39
P162,May,Salary,Fixed,40000,40000.0
P162,May,Rent,Fixed,20000,20000.0
P162,May,Groceries,Random,4774,4932.34
P162,May,Freelance,Variable,2165,2044.22
P162,May,Utilities,Variable,1357,1357.08
P162,May,Entertainment,Variable,1914,1954.85
P162,June,Salary,Fixed,40000,40000.0
P162,June,Rent,Fixed,20000,20000.0
P162,June,Groceries,Random,4815,4514.09
P162,June,Freelance,Variable,2080,2171.57
P162,June,Utilities,Variable,1407,1422.99
P162,June,Entertainment,Variable,1838,1718.15
P163,January,Salary,Fixed,40000,40000.0
P163,January,Rent,Fixed,20000,20000.0
P163,January,Groceries,Random,4335,4185.66
P163,January,Freelance,Variable,1873,1835.66
P163,January,Utilities,Variable,1446,1480.58
P163,January,Entertainment,Variable,2012,2081.66
P163,February,Salary,Fixed,40000,40000.0
P163,February,Rent,Fixed,20000,20000.0
P163,February,Groceries,Random,4717,4448.57
P163,February,Freelance,Variable,2193,2181.15
P163,February,Utilities,Variable,1321,1230.28
P163,February,Entertainment,Variable,1904,1889.54
P163,March,Salary,Fixed,40000,40000.0
P163,March,Rent,Fixed,20000,20000.0
P163,March,Groceries,Random,4431,4431.78
P163,March,Freelance,Variable,2109,2262.35
P163,March,Utilities,Variable,1550,1488.95
P163,March,Entertainment,Variable,2020,2198.12
P163,April,Salary,Fixed,40000,40000.0
P163,April,Rent,Fixed,20000,20000.0
P163,April,Groceries,Random,4257,4621.72
P163,April,Freelance,Variable,2057,2037.56
P163,April,Utilities,Variable,1501,1528.28
P163,April,Entertainment,Variable,1982,2091.04
P163,May,Salary,Fixed,40000,40000.0
P163,May,Rent,Fixed,20000,20000.0
P163,May,Groceries,Random,4757,4628.15
P163,May,Freelance,Variable,1910,2043.5
P163,May,Utilities,Variable,1426,1519.22
P163,May,Entertainment,Variable,1954,1783.0
P163,June,Salary,Fixed,40000,40000.0
P163,June,Rent,Fixed,20000,20000.0
P163,June,Groceries,Random,4499,4235.82
P163,June,Freelance,Variable,1839,1707.19
P163,June,Utilities,Variable,1572,1550.66
P163,June,Entertainment,Variable,1856,1702.01
P164,January,Salary,Fixed,40000,40000.0
P164,January,Rent,Fixed,20000,20000.0
P164,January,Groceries,Random,4136,3840.51
P164,January,Freelance,Variable,2041,2225.38
P164,January,Utilities,Variable,1609,1727.45
P164,January,Entertainment,Variable,2080,1994.22
P164,February,Salary,Fixed,40000,40000.0
P164,February,Rent,Fixed,20000,20000.0
P164,February,Groceries,Random,4701,4309.18
P164,February,Freelance,Variable,1951,1900.95
P164,February,Utilities,Variable,1577,1666.23
P164,February,Entertainment,Variable,1807,1634.14
P164,March,Salary,Fixed,40000,40000.0
P164,March,Rent,Fixed,20000,20000.0
P164,March,Groceries,Random,4674,4933.79
P164,March,Freelance,Variable,1837,1861.1
P164,March,Utilities,Variable,1518,1370.3
P164,March,Entertainment,Variable,1833,1842.51
P164,April,Salary,Fixed,40000,40000.0
P164,April,Rent,Fixed,20000,20000.0
P164,April,Groceries,Random,4747,5077.97
P164,April,Freelance,Variable,1960,1969.51
P164,April,Utilities,Variable,1607,1680.41
P164,April,Entertainment,Variable,2020,1930.12
P164,May,Salary,Fixed,40000,40000.0
P164,May,Rent,Fixed,20000,20000.0
P164,May,Groceries,Random,4443,4171.5
P164,May,Freelance,Variable,2004,2034.94
P164,May,Utilities,Variable,1640,1503.67
P164,May,Entertainment,Variable,2061,2109.68
P164,June,Salary,Fixed,40000,40000.0
P164,June,Rent,Fixed,20000,20000.0
P164,June,Groceries,Random,4120,4004.63
P164,June,Freelance,Variable,2075,2016.66
P164,June,Utilities,Variable,1601,1582.54
P164,June,Entertainment,Variable,2168,2087.96
P165,January,Salary,Fixed,40000,40000.0
P165,January,Rent,Fixed,20000,20000.0
P165,January,Groceries,Random,4906,4873.31
P165,January,Freelance,Variable,1976,1793.25
P165,January,Utilities,Variable,1310,1280.23
P165,January,Entertainment,Variable,1963,1966.42
P165,February,Salary,Fixed,40000,40000.0
P165,February,Rent,Fixed,20000,20000.0
P165,February,Groceries,Random,4217,3874.91
P165,February,Freelance,Variable,2111,1970.93
P165,February,Utilities,Variable,1355,1426.12
P165,February,Entertainment,Variable,2052,1964.29
P165,March,Salary,Fixed,40000,40000.0
P165,March,Rent,Fixed,20000,20000.0
P165,March,Groceries,Random,4802,4941.49
P165,March,Freelance,Variable,2157,2297.0
P165,March,Utilities,Variable,1495,1592.25
P165,March,Entertainment,Variable,1934,1846.45
P165,April,Salary,Fixed,40000,40000.0
P165,April,Rent,Fixed,20000,20000.0
P165,April,Groceries,Random,4842,5033.61
P165,April,Freelance,Variable,1857,1934.9
P165,April,Utilities,Variable,1402,1407.1
P165,April,Entertainment,Variable,1927,1791.65
P165,May,Salary,Fixed,40000,40000.0
P165,May,Rent,Fixed,20000,20000.0
P165,May,Groceries,Random,4230,4585.97
P165,May,Freelance,Variable,2039,2017.59
P165,May,Utilities,Variable,1532,1660.58
P165,May,Entertainment,Variable,2132,2206.03
P165,June,Salary,Fixed,40000,40000.0
P165,June,Rent,Fixed,20000,20000.0
P165,June,Groceries,Random,4291,4590.07
P165,June,Freelance,Variable,1944,1960.17
P165,June,Utilities,Variable,1392,1324.32
P165,June,Entertainment,Variable,1942,1811.6
P166,January,Salary,Fixed,40000,40000.0
P166,January,Rent,Fixed,20000,20000.0
P166,January,Groceries,Random,4462,4069.44
P166,January,Freelance,Variable,1969,2033.59
P166,January,Utilities,Variable,1500,1407.81
P166,January,Entertainment,Variable,2023,2189.78
P166,February,Salary,Fixed,40000,40000.0
P166,February,Rent,Fixed,20000,20000.0
P166,February,Groceries,Random,4858,4883.04
P166,February,Freelance,Variable,1884,1914.69
P166,February,Utilities,Variable,1528,1670.98
P166,February,Entertainment,Variable,2162,1991.74
P166,March,Salary,Fixed,40000,40000.0
P166,March,Rent,Fixed,20000,20000.0
P166,March,Groceries,Random,4652,4679.96
P166,March,Freelance,Variable,2144,2206.43
P166,March,Utilities,Variable,1346,1335.13
P166,March,Entertainment,Variable,1866,2049.55
P166,April,Salary,Fixed,40000,40000.0
P166,April,Rent,Fixed,20000,20000.0
P166,April,Groceries,Random,4678,4471.95
P166,April,Freelance,Variable,1885,1729.73
P166,April,Utilities,Variable,1351,1418.59
P166,April,Entertainment,Variable,2136,2345.6
P166,May,Salary,Fixed,40000,40000.0
P166,May,Rent,Fixed,20000,20000.0
P166,May,Groceries,Random,4879,4938.95
P166,May,Freelance,Variable,1954,1887.38
P166,May,Utilities,Variable,1661,1641.19
P166,May,Entertainment,Variable,1863,2005.5
P166,June,Salary,Fixed,40000,40000.0
P166,June,Rent,Fixed,20000,20000.0
P166,June,Groceries,Random,4476,4550.36
P166,June,Freelance,Variable,1815,1655.19
P166,June,Utilities,Variable,1318,1323.99
P166,June,Entertainment,Variable,2191,2109.75
P167,January,Salary,Fixed,40000,40000.0
P167,January,Rent,Fixed,20000,20000.0
P167,January,Groceries,Random,4180,4012.17
P167,January,Freelance,Variable,1899,1727.25
P167,January,Utilities,Variable,1599,1504.73
P167,January,Entertainment,Variable,2200,2035.27
P167,February,Salary,Fixed,40000,40000.0
P167,February,Rent,Fixed,20000,20000.0
P167,February,Groceries,Random,4934,4859.79
P167,February,Freelance,Variable,2195,2315.69
P167,February,Utilities,Variable,1402,1475.45
P167,February,Entertainment,Variable,2023,1929.71
P167,March,Salary,Fixed,40000,40000.0
P167,March,Rent,Fixed,20000,20000.0
P167,March,Groceries,Random,4235,4205.59
P167,March,Freelance,Variable,1962,1897.78
P167,March,Utilities,Variable,1481,1363.38
P167,March,Entertainment,Variable,2009,1963.7
P167,April,Salary,Fixed,40000,40000.0
P167,April,Rent,Fixed,20000,20000.0
P167,April,Groceries,Random,4856,4630.96
P167,April,Freelance,Variable,2145,2008.1
P167,April,Utilities,Variable,1693,1822.22
P167,April,Entertainment,Variable,2131,1950.09
P167,May,Salary,Fixed,40000,40000.0
P167,May,Rent,Fixed,20000,20000.0
P167,May,Groceries,Random,4581,4637.94
P167,May,Freelance,Variable,1932,1885.12
P167,May,Utilities,Variable,1613,1492.39
P167,May,Entertainment,Variable,1845,1923.84
P167,June,Salary,Fixed,40000,40000.0
P167,June,Rent,Fixed,20000,20000.0
P167,June,Groceries,Random,4519,4720.4
P167,June,Freelance,Variable,1978,1858.61
P167,June,Utilities,Variable,1592,1604.48
P167,June,Entertainment,Variable,2130,2182.13
P168,January,Salary,Fixed,40000,40000.0
P168,January,Rent,Fixed,20000,20000.0
P168,January,Groceries,Random,4160,3796.92
P168,January,Freelance,Variable,1853,1891.51
P168,January,Utilities,Variable,1541,1694.13
P168,January,Entertainment,Variable,1912,1733.36
P168,February,Salary,Fixed,40000,40000.0
P168,February,Rent,Fixed,20000,20000.0
P168,February,Groceries,Random,4022,4349.11
P168,February,Freelance,Variable,1934,1764.77
P168,February,Utilities,Variable,1488,1459.94
P168,February,Entertainment,Variable,2011,1949.58
P168,March,Salary,Fixed,40000,40000.0
P168,March,Rent,Fixed,20000,20000.0
P168,March,Groceries,Random,4043,4197.53
P168,March,Freelance,Variable,1957,2132.66
P168,March,Utilities,Variable,1693,1688.51
P168,March,Entertainment,Variable,1844,1858.06
P168,April,Salary,Fixed,40000,40000.0
P168,April,Rent,Fixed,20000,20000.0
P168,April,Groceries,Random,4442,4230.03
P168,April,Freelance,Variable,1976,2081.26
P168,April,Utilities,Variable,1459,1553.51
P168,April,Entertainment,Variable,2157,2284.89
P168,May,Salary,Fixed,40000,40000.0
P168,May,Rent,Fixed,20000,20000.0
P168,May,Groceries,Random,4488,4680.05
P168,May,Freelance,Variable,2089,2195.02
P168,May,Utilities,Variable,1444,1333.41
P168,May,Entertainment,Variable,2003,1853.53
P168,June,Salary,Fixed,40000,40000.0
P168,June,Rent,Fixed,20000,20000.0
P168,June,Groceries,Random,4786,4910.31
P168,June,Freelance,Variable,1980,2028.54
P168,June,Utilities,Variable,1382,1512.03
P168,June,Entertainment,Variable,2071,2067.41
P169,January,Salary,Fixed,40000,40000.0
P169,January,Rent,Fixed,20000,20000.0
P169,January,Groceries,Random,4913,4905.53
P169,January,Freelance,Variable,1970,1940.2
P169,January,Utilities,Variable,1476,1410.16
P169,January,Entertainment,Variable,2036,1954.12
P169,February,Salary,Fixed,40000,40000.0
P169,February,Rent,Fixed,20000,20000.0
P169,February,Groceries,Random,4877,4621.65
P169,February,Freelance,Variable,1848,2020.24
P169,February,Utilities,Variable,1592,1716.59
P169,February,Entertainment,Variable,2110,1909.9
P169,March,Salary,Fixed,40000,40000.0
P169,March,Rent,Fixed,20000,20000.0
P169,March,Groceries,Random,4638,4660.55
P169,March,Freelance,Variable,1892,1778.92
P169,March,Utilities,Variable,1524,1671.34
P169,March,Entertainment,Variable,2079,1875.25
P169,April,Salary,Fixed,40000,40000.0
P169,April,Rent,Fixed,20000,20000.0
P169,April,Groceries,Random,4011,4138.07
P169,April,Freelance,Variable,2027,2051.17
P169,April,Utilities,Variable,1440,1542.1
P169,April,Entertainment,Variable,2028,1846.43
P169,May,Salary,Fixed,40000,40000.0
P169,May,Rent,Fixed,20000,20000.0
P169,May,Groceries,Random,4079,4384.2
P169,May,Freelance,Variable,2089,2213.96
P169,May,Utilities,Variable,1458,1561.42
P169,May,Entertainment,Variable,1989,2126.37
P169,June,Salary,Fixed,40000,40000.0
P169,June,Rent,Fixed,20000,20000.0
P169,June,Groceries,Random,4897,4612.4
P169,June,Freelance,Variable,2112,1966.56
P169,June,Utilities,Variable,1658,1700.22
P169,June,Entertainment,Variable,1828,1934.95
P170,January,Salary,Fixed,40000,40000.0
P170,January,Rent,Fixed,20000,20000.0
P170,January,Groceries,Random,4015,4156.45
P170,January,Freelance,Variable,2092,2300.6
P170,January,Utilities,Variable,1423,1518.41
P170,January,Entertainment,Variable,1901,1847.57
P170,February,Salary,Fixed,40000,40000.0
P170,February,Rent,Fixed,20000,20000.0
P170,February,Groceries,Random,4228,4274.19
P170,February,Freelance,Variable,2002,2172.65
P170,February,Utilities,Variable,1360,1283.96
P170,February,Entertainment,Variable,1902,2041.97
P170,March,Salary,Fixed,40000,40000.0
P170,March,Rent,Fixed,20000,20000.0
P170,March,Groceries,Random,4362,4700.73
P170,March,Freelance,Variable,2158,2250.61
P170,March,Utilities,Variable,1623,1521.89
P170,March,Entertainment,Variable,1912,1934.54
P170,April,Salary,Fixed,40000,40000.0
P170,April,Rent,Fixed,20000,20000.0
P170,April,Groceries,Random,4572,4360.41
P170,April,Freelance,Variable,1952,2028.66
P170,April,Utilities,Variable,1492,1492.83
P170,April,Entertainment,Variable,1817,1905.53
P170,May,Salary,Fixed,40000,40000.0
P170,May,Rent,Fixed,20000,20000.0
P170,May,Groceries,Random,4138,4000.71
P170,May,Freelance,Variable,2132,2125.06
P170,May,Utilities,Variable,1351,1285.8
P170,May,Entertainment,Variable,2005,1918.87
P170,June,Salary,Fixed,40000,40000.0
P170,June,Rent,Fixed,20000,20000.0
P170,June,Groceries,Random,4400,4006.58
P170,June,Freelance,Variable,1892,1809.97
P170,June,Utilities,Variable,1608,1638.12
P170,June,Entertainment,Variable,1952,1914.27
P171,January,Salary,Fixed,40000,40000.0
P171,January,Rent,Fixed,20000,20000.0
P171,January,Groceries,Random,4853,4517.99
P171,January,Freelance,Variable,1963,2088.14
P171,January,Utilities,Variable,1448,1465.41
P171,January,Entertainment,Variable,1888,1981.46
P171,February,Salary,Fixed,40000,40000.0
P171,February,Rent,Fixed,20000,20000.0
P171,February,Groceries,Random,4678,4215.69
P171,February,Freelance,Variable,2069,1932.21
P171,February,Utilities,Variable,1636,1497.88
P171,February,Entertainment,Variable,1943,2069.53
P171,March,Salary,Fixed,40000,40000.0
P171,March,Rent,Fixed,20000,20000.0
P171,March,Groceries,Random,4631,4418.61
P171,March,Freelance,Variable,2019,2190.85
P171,March,Utilities,Variable,1686,1814.71
P171,March,Entertainment,Variable,2152,2329.58
P171,April,Salary,Fixed,40000,40000.0
P171,April,Rent,Fixed,20000,20000.0
P171,April,Groceries,Random,4597,4216.94
P171,April,Freelance,Variable,1949,1914.04
P171,April,Utilities,Variable,1390,1450.89
P171,April,Entertainment,Variable,2188,2052.81
P171,May,Salary,Fixed,40000,40000.0
P171,May,Rent,Fixed,20000,20000.0
P171,May,Groceries,Random,4410,4283.21
P171,May,Freelance,Variable,2133,2048.39
P171,May,Utilities,Variable,1538,1573.76
P171,May,Entertainment,Variable,2168,2275.97
P171,June,Salary,Fixed,40000,40000.0
P171,June,Rent,Fixed,20000,20000.0
P171,June,Groceries,Random,4559,4931.98
P171,June,Freelance,Variable,1811,1721.17
P171,June,Utilities,Variable,1700,1681.76
P171,June,Entertainment,Variable,2140,2181.26
P172,January,Salary,Fixed,40000,40000.0
P172,January,Rent,Fixed,20000,20000.0
P172,January,Groceries,Random,4851,4571.85
P172,January,Freelance,Variable,1984,1993.24
P172,January,Utilities,Variable,1501,1428.47
P172,January,Entertainment,Variable,2179,2195.06
P172,February,Salary,Fixed,40000,40000.0
P172,February,Rent,Fixed,20000,20000.0
P172,February,Groceries,Random,4215,4452.67
P172,February,Freelance,Variable,2174,2334.68
P172,February,Utilities,Variable,1485,1516.32
P172,February,Entertainment,Variable,2092,1898.0
P172,March,Salary,Fixed,40000,40000.0
P172,March,Rent,Fixed,20000,20000.0
P172,March,Groceries,Random,4389,4415.71
P172,March,Freelance,Variable,2160,2030.26
P172,March,Utilities,Variable,1424,1401.99
P172,March,Entertainment,Variable,1850,1778.11
P172,April,Salary,Fixed,40000,40000.0
P172,April,Rent,Fixed,20000,20000.0
P172,April,Groceries,Random,4869,4777.82
P172,April,Freelance,Variable,2045,2159.31
P172,April,Utilities,Variable,1492,1587.0
P172,April,Entertainment,Variable,1835,1756.4
P172,May,Salary,Fixed,40000,40000.0
P172,May,Rent,Fixed,20000,20000.0
P172,May,Groceries,Random,4933,5123.29
P172,May,Freelance,Variable,1969,2064.81
P172,May,Utilities,Variable,1438,1529.4
P172,May,Entertainment,Variable,2086,2155.16
P172,June,Salary,Fixed,40000,40000.0
P172,June,Rent,Fixed,20000,20000.0
P172,June,Groceries,Random,4145,4516.28
P172,June,Freelance,Variable,1983,1918.75
P172,June,Utilities,Variable,1427,1458.31
P172,June,Entertainment,Variable,2052,1881.85
